id,name
1,刘园
2,西横堤
3,果酒厂
4,本溪路
5,勤俭道
6,洪湖里
7,西站
8,西北角
9,西南角
10,二纬路
11,海光寺
12,鞍山道
13,营口道
14,小白楼
15,下瓦房
16,南楼
17,土城
18,陈塘庄
19,复兴门
20,华山里
21,财经大学
22,双林
23,李楼
24,空港经济区
25,国山路
26,登州路
27,屿东城
28,翠阜新村
29,靖江路
30,顺驰桥
31,远洋国际中心
32,天津站
33,建国道
34,东南角
35,鼓楼
36,天津西站
37,北竹林
38,天泰路
39,外院附中
40,新开河
